Mobile_Companny,Mobile_Name,Whats_new,Chip,OS,Dimensions,Weight,Colors,Cpu,,Gpu,Size,Resolution,rating,back_camera,battery,imagepath1,imagepath2,price_in_pkr,price_in_usd
Samsung,Samsung_Galaxy-S6-Edge,"Samsung Galaxy S6 Edge - Next is Now!

Your eyes must never have seen such glare ever. Very well executed Galaxy S6 and new Galaxy S6 edge are the most attractive smartphone handsets released recently. Having all high chances to catch the fancy eye of the public always looking for something unique, any one of the new Galaxy S6 or Galaxy S6 edge will do the magic. not so long ago, the engineers just relied on the 6 rules of business i.e increasing CPU power, RAM, space, screen resolution, size or new OS. All Edged Galaxy S6 has a slight bend on  both sides, The slim Galaxy S6 handset boasts full metal and yet acquired a sleek look beyond imaginations. Loaded with the latest Cutting-Edge design these new handsets add a new dimension to the Galaxy flagship with their 2K super amoled displays of 5.1 inch. Ten minutes of charging on new Galaxy S6 and Galaxy S6 edge makes the handsets last for another four hours, all thanks to the new Fast charging feature. Equipped with the latest wireless charging modules, The new Galaxy S6 and Galaxy S6 edge don't need to be plugged in to get charged
And with their built-in wireless, yes why get wired when you can do that wirelessly? Loaded with main 16MP camera sensor the Edge also features a 5.0 megapixel front camera that opens up in just 0.7 seconds. New Galaxy S6 Edge main cam also features large aperture for some amazing low light results along with auto focus, Optical Image Stabilisation and fast tracking. After the successful launch of Galaxy Note Edge, Koreans finally decided to offer the consumer something new with the launch of S6 Edge.",GPU:Mali-T760,android v5.0.2 (lollipop),android v5.0.2 (lollipop),132,"white pearl, black sapphire, gold platinum, green emerald",1.5 ghz quad-core cortex-a53 + 2.1 ghz quad-core cortex-a57,,Quad-core (2 x 2.15 GHz Kryo + 2 x 1.6 GHz Kryo),0,NULL,4.2,NULL,2600 mAh,webapp/img/frontDisplay/samsung s6 edge.jpg,,59000,566
Samsung,Samsung_Galaxy-Note-5,"Samsung Galaxy Note 5 - The Next Big Thing of 2015

Samsung Galaxy Note 5, like Note4 is not even a smartphone, but it is a full PHABLET with all its possibilities. Samsung Galaxy hot 5 is a convenient and practical combination of classic smartness, molded into a small and compact tablet. A radical departure from previous models is that Samsung's Galaxy Note 5 has a much advanced hardware and is an updated and enhanced design of the previous saga device Note 4, which is definitely worth staying a little behind with a short gap of an year just like the much earlier Galaxy Note 3. The handset has a great design, outstanding performance, screen with stunning visuals and a capacious battery with more juice. Samsung Galaxy Note 5's device management technology is put into practical use with a stylus S-pen, that will give you enhanced capabilities to realize true potential. Samsung Note 5 is equipped with an Quad Core processors which can not only cope with the most difficult of tasks but can do so in a much more economical way. Samsungs Galaxy Note 5 is rumored to have 3000mAh battery therefore, a single battery charge is large enough to make you feel independent from the outlet during the day. Bundled with Samsung Gear 4 smartwatch, Galaxy's Note 5 packs a fast battery charging feature that will charge the battery to a phenomenal 60 percent in just 30 minutes, now that's called some improvement. Carrying a bulky price tag just like the earlier Samsung Galaxy Note 5 the Next big thing is expected to arrive in Pakistan in september 2015. Traditionally like every other model, the company has equipped the smart phablet Samsung Galaxy Note five with a super-AMOLED screen with largely increased image quality. The screen resolution of 2560 x 1440 pixels at 5.7 inches makes the picture extremely authentic and natural.",Mali-T760MP8,android v5.1 (lollipop),android v5.1 (lollipop),171,"black sapphire, gold platinum, silver titan, white pearl",octa-core (4 x 2.1 ghz cortex-a57 + 4 x 1.5 ghz cortex-a53),,Exynos 7885 Octa,5.7,1440 x 2560,4.2,"5.0 MP, 1/4.1"" sensor size, 1.34 ????m pixel size, f/1.9, 22mm, 1440p@30fps, dual video call, Auto HDR",NULL,webapp/img/frontDisplay/sam_gl_Note5.jpg,,46999,451
Samsung,Samsung_Galaxy-A7-2017,"Samsung Galaxy A7 2017 - Believe In Equality! 
Samsung is launching his latest smartphone Galaxy A7 that's going to release in 2017. A true flagship phone just like its elder sibling is going to launch with incredible specifications and design and style of this device is also improved. Samsung Galaxy A7 2017 is carrying 16 MP primary and secondary camera sensor that means now the selfies result of this device is just like its back camera. This latest Samsung's Galaxy A7 2017 is one of those devices that are launched with equal amount of camera pixels. Now enjoy the Full HD display with 5.7 inches touch screen of this massive device. Samsung Galaxy A7's resolution is 1080 x 1920 pixels that also support multi-touch. Compass, accelerometer and proximity sensor are also located on the front panel of the device. Galaxy A7 2017 by Samsung is equipped with octa core processor that clock at 1.9 GHz. 3 GB of RAM is also installed that plays important role in keeping all application running without crashing or slowing the whole system. Samsung A7 2017 packed 32 GB built-in memory that is enough to store large number of applications and many other important data. Micro SD card slot is also packed inside Samsung Galaxy's A7 2017 to expand the device memory. Android OS 6.0.1 (Marshmallow) is running inside the device that brings everything to life and it also plays important role in decoration of device UI. Galaxy A7 2017 brings dual SIM slot that will allow you to use dual network simultaneously. It also support 4G LTE and 3G that give you access to super fast internet for browsing and downloading also. A7 2017 will be available soon in your local market with all updated specs and features.",Exynos7880Octa_x000D_,android v6.0 (marshmallow),android v6.0 (marshmallow),0,"black sky, gold sand, blue mist and peach cloud",1.9 ghz octa-core cortex-a53,,QualcommMSM8996Snapdragon820,0,NULL,4.2,NULL,"3600 mAh, (Non-removable)",webapp/img/frontDisplay/samsung_galaxy-a7-2017.jpg,,44999,432
Samsung,Samsung_Galaxy-A5-2017,"Samsung Galaxy A5 2017 - Inexpensive Flagship Smartphone! 
Samsung producing outclass devices and Galaxy A5 successor is unveiled that is 2017 model of this device. Time did not stand still and this Korean giant is well aware of this fact. that why they have decided to launch updated model named Samsung Galaxy A5 2017. Same thing happen with world trends that's why renowned brands have to adjust themselves according to the changing phenomena and prevailing trends. Samsung's Galaxy A5 2017 has increased productivity and improved in many other characteristics. First of all lets take a look at the design of device. 5.2"" touch screen of Galaxy A5 2017 by Samsung packs super AMOLED display is with the support of 16M colors and 1080 x 1920 pixel resolution to provide high definition image quality is perfect for watching movies. Samsung Galaxy A5's  Exynos 7880 Octa carries Octa core processor that clock at 1.9 GHz Cortex-A53. 3 GB of RAM gives the final touch to enhance the system performance in doing multi-tasking. Samsung A5 2017 is running android OS v6.0.1 marshmallow while the built-in memory installed inside the smart is 32 GB. So far all the specs of this model is different from its predecessor. Galaxy A5 2017 brings a new camera experience to its users, now its camera will be more resilient from its previous model while font camera will also be more responsive in capturing selfies. A5 2017 is coming with dual SIM card jackets that will allow you to take advantage of dual network at the same time. If we take a look at the connectivity of Samsung Galaxy's A5 2017 then it support both 3G and 4G LTE internet while Bluetooth, WI-Fi, and USB port is also there to connect you with outer world",Mali-T830MP3,android v6.0 (marshmallow),android v6.0 (marshmallow),157,"black sky, gold sand, blue mist, peach cloud",1.9 ghz octa-core cortex-a53,,Exynos7420,5.2,1080 x 1920,4.2,"16 MP, f/1.9, 1080p",NULL,webapp/img/frontDisplay/sam_A5_2017.jpg,,41999,403
Samsung,Samsung_Galaxy-J7-Pro-64GB,"Samsung Galaxy J7 Pro 64GB - Professional's Priority! 
Samsung introduced new variant of Galaxy J7 and this time it is Pro 64GB which is the indication that this phone is going to come with extra storage to compensate its those users who want massive amount of storage for their smartphones. Samsung Galaxy J7's variants are always praised by the peoples because they always make the right decision for welfare of its user and this time it came as Galaxy J7 Pro 64GB by Samsung. In the specifications of this phone almost each and every thing is similar to its other brothers but the difference is in its storage option which is now 64 GB. Samsung Galaxy J7 Pro 64GB has enough space to keep lots of pictures and movies under one roof but if feel that still it is not enough for you then an additional SD card is given in Samsung J7 Pro 64GB that will expand the internal storage to 256 GB via secure data card. After a long briefing about the new development now it is time to get a glimpse of other specs of J7 Pro 64GB and on the top of the list its display is most important part about peoples always seems to crazy because display is that miraculous thing in Samsung's Galaxy J7 Pro 64GB that will bring colors in your life. Size of display is 5.5 inches supplied with Super AMOLED display with a FHD resolution which mean that Samsung Galaxy's J7 Pro 64GB has 1080 x 1920 pixels resolution and the pixels density of the display is 401 pixels per inch. Exynos 7870 Octa chipset is armed with the octa core processor. Galaxy J7 64GB is going to launch with the Black, Gold colors.",Mali-T830 MP2,android v7.1.1 (nougat),android v7.1.1 (nougat),181,"black, gold",1.6 ghz octa core cortex-a53,,Exynos 7420 Octa,5.5,1080 x 1920,0,"13 MP, f/1.9, LED flash, 1080p",NULL,webapp/img/frontDisplay/galaxy J2 pro 2018.jpg,,39999,384
Samsung,Samsung_Galaxy-J7-Pro-32GB,"Samsung Galaxy J7 Pro 32GB - More Space More Fun! 
Samsung is expanding business with Galaxy J7 newest version launch dubbed as Pro 32GB and soon it will be available all across the Pakistan with its improved space so you can store more things in your own phone without using any extra micro SD card or any thing else. Samsung Galaxy J7 Pro 32GB was released with a 16 GB variant but now company has decided to introduced its new version in which they provide more space for user of Samsung's Galaxy J7 Pro 32GB. All the other specifications are remained same and it was the major change in this device. 5.5 inch screen is present on the front side of Galaxy J7 Pro 32GB by Samsung which has packed a Super AMOLED matrix to show you the true depth of black color and give you the optimum result which you want from your Samsung Galaxy's J7 Pro 32GB. One more special thing about its display is its support for Always On Display which is a feature of an flagship device. Predecessor  of Samsung J7 Pro 32GB only support HD display but in this phone your going to meet the FHD display where the pixel density of the touchscreen is 401 pixel per inch. Under the Samsung Galaxy J7's hood Exynos 7870 Octa chipset is planted where on top of it 1.6 GHz octa core processor is used to handle all the processing of smartphone. 3 GB RAM  of Galaxy J7 Pro 32GB is perfect choice for the unlimited multi-tasking and gaming while Mali-T830 MP1 GPU make sure that all your graphics look more beautiful and attractive. J7 Pro 32GB hired 13 MP camera for front side while same 13 MP camera is selected for the back side too.",Mali-T830 MP1,android v7.1.1 (nougat),android v7.1.1 (nougat),181,"black, gold",1.6 ghz octa core cortex-a53,,Exynos 7880 Octa,5.5,1080 x 1920,4,"13 MP, f/1.9, LED flash, 1080p",NULL,webapp/img/frontDisplay/galaxy J2 pro 2018.jpg,,36999,337
Samsung,Samsung_Galaxy-J7-Pro,"Samsung Galaxy J7 Pro - Get Closer To Professionalism! 
Samsung introduced another version of Galaxy J7 and it will be called Pro that will take you one step closer to professionalism and it will bring you many new feature that you have never experienced before in this series. Samsung Galaxy J7 Pro is one of those device which are closer to modernized design where there price also match their qualities. Now Korean giant is taking its products seriously and Samsung J7 Pro is true example of their classic work. After little introduction it is time to move towards the technical specifications of glossy and shiny Galaxy J7 Pro by Samsung. First of all lets take a look at its massive 5.5 inch capacitive touch screen which will give you the sharp 1080 x 1920 pixel resolution from every angle of Samsung Galaxy J7's display. Pixel density is 401 pixel per inch which is not very bad number in such a massive screen. Its display is also protected with corning gorilla glass which helps Samsung's Galaxy J7 Pro to resist against the hard scratches that cause serious problem in display output. This time we will introduced to Exynos 7870 Octa in Samsung Galaxy's J7 Pro which is another improvement in technical spec of upcoming device. Octa-core processor is joined together with Exynos 7870 Octa to enhance the speed of Galaxy J7 Pro. 16 GB built-in storage is provided for housing of applications and android OS v7.0 Nougat. 3 GB RAM is hired to handle the processing of J7 Pro in professional way. Micro SD card slot is also provided inside that will expand the memory up to 256 GB with help of micro SD card. 13 MP camera is fixed on the back while 13 MP camera is located on front side for selfies.",Mali-T830 MP2,android v7.1.1 (nougat),android v7.1.1 (nougat),181,"black, gold",1.6 ghz octa core cortex-a53,,Exynos 7870 Octa,5.5,1080 x 1920,4.1,"13 MP, f/1.9, LED flash, 1080p",NULL,webapp/img/frontDisplay/samsung_galaxy_j7_pro.jpg,,34999,319
Samsung,Samsung_Galaxy-Grand-2,"Samsung Galaxy Grand 2 - Optimal Large-Screen Experience
Samsung Galaxy Grand 2 offers the most desirable Big screen experience on a phablet. A compact Android smartphone, evolving from Galaxy Grand with powerful upgrades to its predecessor. including an improved HD viewing experience, Samsung Galaxy Grand 2 offers Dual sim functionality with enhanced performance, bigger screen, better camera and many other intuitive features. Samsung Galaxy Grand 2  Possesses a 5.25 inch HD Display, perfect for watching movies and playing games, A much more powerful Quad Core 1.2 GHz processor and a long lasting 2600 mah battery. Samsung Galaxy Grand 2 integrates the latest version of Android, 4.3 Jelly Bean with  the TouchWiz graphic interface as usual.",NULL,android v4.3 (jelly bean),android v4.3 (jelly bean),163,"black, white, pink",quad-core 1.2 ghz,,Exynos 7870 Octa,5.2,720 x 1280 ,4.2,(1.9 MP),NULL,webapp/img/frontDisplay/samsung_galaxy_grand2.jpg,,32900,316
Samsung,Samsung_Galaxy-C7,"Samsung Galaxy C7 - The Power to Revolutionize 
Samsung unleashes another model named Galaxy C7 in the market. The phone is build to provide unmatched performance for its users as it is packed with powerful snapdragon 617 chipset that embeds the Octa-core 1.8GHz processor in the amazing Samsung Galaxy C7 smartphone. Dual SIM connectivity with LTE Network support with downgraded 3G support is provided so that the users can experience enhanced quality communication right from their Samsung's Galaxy C7. 5.7 inch Super amoled IPS display with wide angle viewing is embedded in the phone to provide users with a little extra for viewing and high resolution audio system makes Samsung Galaxy C7's movie experience even better. Duo of 16MP and 8MP powerful cameras is embedded in the phone with all the features so that the users of Galaxy C7 by Samsung can enjoy photos and F-HD videography on both sides of the screen without losing any quality. 32GB built in storage capacity is provided along with option to expand it upto 128GB via external card of Samsung C7 smartphone. Taking user experience to the next level with 4GB RAM that is responsible for running the Android Marshmallow OS with topping of smooth TouchWiz Interface on Samsung Galaxy's C7 that ensures heavy multitasking experience without any halts. Fully Featured connectivity suite is embedded in the phone that includes NFC besides Wi-Fi, Bluetooth and GPS module and the great Samsung Galaxy C7 smartphone is also equipped with fast ANT+ support to keep the health check on its users. 12 months international warranty is provided with purchase of the great phone and Galaxy C7's bright color variants make it one of the most ideal phones for teens.",GPU:Adreno506,android v6.0 (marshmallow),android v6.0 (marshmallow),169,"gold, pink gold, dark gray",2.0 ghz octa-core cortex-a53,,Exynos 7870 Octa,0,NULL,4.1,NULL,"3300 mAh, Non-removable",webapp/img/frontDisplay/Samsung-Galaxy-C7.jpg,,32800,315
Samsung,Samsung_Galaxy-J7-Max,"Samsung Galaxy J7 Max - Maximum Performance With Phablet Display! 
Samsung introducing another variant of Galaxy J7 and it will be called Max. You can get the idea from its name that it will get the bigger screen as compare to basic model and 2016 variant of J series. Expansion in J series bring forth Samsung Galaxy J7 Max which will take the name of the this series to new heights. If we will talk about thickness of the device then it will be 8mm thick and the Samsung's Galaxy J7 Max will boast a 5.7 inch display. Instead of Super AMOLED LCD this device will feature the TFT display with FHD display which mean 1080 x 1920 pixel resolution. Samsung Galaxy J7's engine is powered by MediaTek Helio P20 chipset and for the processing octa core processor is ticking at 1.6 GHz. To make the device more cool Galaxy J7 Max by Samsung brings you the 4 GB of RAM which mean that now you will get double RAM as compare to 2016 model of this device. Inside the belly of the Samsung J7 Max 32GB indigenous storage  is used which is also doubled as compare to the previous models. With such improved storage a dedicated micro SD card slot is also provided inside Galaxy J7 Max that will make you capable you expand the storage of device up to 256 GB via micro secure data card. One more feature that will rock your world is back and front camera of J7 Max. Both of them are 13 MP equipped with f/1.7  and f/1.9 aperture to beautify your images. LED flash light is also given on back and front so Samsung Galaxy's J7 Max will take brighter images even in low light conditions.",Mali-T880MP2,android v7.1.1 (nougat),android v7.1.1 (nougat),179,"black, gold",2.4 ghz octa core cortex-a53,,NULL,5.7,1080 x 1920,0,"13 MP, f/1.9, LED flash",NULL,webapp/img/frontDisplay/J7_Max.jpg,,31999,307
Samsung,Samsung_Galaxy-A3-2017,"Samsung Galaxy A3 2017 - Safe House For Selfies! Samsung stops at nothing less, Galaxy A3 is coming with latest variant 2017 that is also one of the best device with improvised looks and specifications. A flagship phone is carrying 4.7 inch display that provides HD display with the resolution of 720 x 1280 pixels to the latest Samsung Galaxy A3 2017. 312 ppi pixel density make the display more sharp and from every viewing angle. Super AMOLED screen of the smartphone is also carries 16M colors along with multi- touch support. Samsung Galaxy A3's delicate touch is secured with corning gorilla glass 4 that prevent the device from sudden damages. Octa core processor is running under the hood with the frequency of 1.6 GHz. Samsung's Galaxy A3 2017 brings dominating graphic result which is the product of Mali-T830MP2 GPU. Feel free to play heavy games comfortably because of its powerful graphic card. Galaxy A3 2017 by Samsung is going to launch with two different variants, one of them is coming with 16 GB built-in memory and other is coming with 16 GB of internal memory, both carries same amount of RAM which is 2 GB. Samsung A3 2017 is carrying very low amount of memory and most of the memory is per-occupied by Android OS v6.0 Marshmallow that's why a micro SD card slot is also given in Samsung Galaxy's A3 2017 that support up to 256 GB. A dual SIM phone that also support 4G LTE & 3G brings you high speed internet with amazing downloading and uploading speed. Galaxy A3 2017 carrying 13 MP back mounted camera that also packs many amazing features that make images more stunning and sharp. 8 MP front camera of A3 2017 has packed f1.8 lens that give you sharp selfie images and it is also best option for video calling.",GPU:Mali-T830,android v6.0 (marshmallow),android v6.0 (marshmallow),135,"black sky, gold sand, blue mist and peach cloud",1.6 ghz octa-core cortex-a53,,QualcommMSM8953Snapdragon625,0,NULL,4.1,NULL,"2350 mAh, (Non-removable Li-Ion battery)",webapp/img/frontDisplay/samsung-galaxy-a3-2017.jpg,,29999,288
Samsung,Samsung_Galaxy-J5-Pro,"Samsung Galaxy J5 Pro - More RAM More Fun! 
Samsung begun the production of Galaxy J5 again and recently they launched Pro version of this device. In matter of specifications and design there is no major difference between the 2017 version of this device and recently launched Samsung Galaxy J5 Pro but in this handset you will get the 16 GB of internal  memory instead of 32 GB while quantity of the RAM is also limited to 2 GB. Addition of such memory tweak in Samsung J5 Pro has raised the standard of the basic variant and now you will meet the amazing device where you can store more data and you can run Samsung's Galaxy J5 Pro more smoothly because of its faster RAM. Dimensions of the smartphone are same while the weight of the device is 160 grams which is also identical with basic version. Samsung Galaxy J5's blueprints are mind blowing and this time Korean giant brought the better specs as compare to predecessor. Design of the latest Galaxy J5 Pro by Samsung is also revised and now antenna lines are drawn on back side instead of top and bottom while the speaker is also moved towards the right side. Back cover of Samsung Galaxy's J5 Pro is non removable that's why both SIM slots and dedicated micro SD cards slot is planted on the left side just below the volume rockers. Galaxy J5 Pro is running on the latest OS which is definitely V7.1 Nougat while on top of company's own TouchWiz user interface is embedded which includes app drawer and and many other useful features. J5 Pro has 5.2 inch super AMOLED capacitive display but the resolution of the device is still 720 x 1280.",Mali-T830MP2,android v7.1.1 (nougat),android v7.1.1 (nougat),160,"blue, pink, gold, black",1.6 ghz octa core cortex-a53,,Mediatek MT6757 Helio P20,5.2,720 x 1280 ,4.5,"13 MP, f/1.9,  LED flash",NULL,webapp/img/frontDisplay/galaxy-j5-pro.png,,29999,273
Samsung,Samsung_Galaxy-J7-Prime,"Samsung Galaxy J7 Prime - Totally Modernized Design! 
Samsung is bring an upgraded Galaxy J7 which is a successor with Prime qualities. The device is fully loaded with updated specs while the design of phone is totally rocking. Rounded corners shows that this device has totally improvised design. Samsung Galaxy J7 Prime is equipped with 5.5"" display with IPS LCD which is battery friendly while the display packs 1080 pixels that will enhance the picture quality of Samsung's Galaxy J7 Prime. If we take a look over the specification then they are quite impressive where snapdragon 615 chipset  is combined with Exynos 7870 while an octa-core processor is embedded on Samsung Galaxy J7's chipset. 3 GB of RAM is also quite impressive that make the system more stable while performing multi tasking. 16 GB storage is enough to store large amount of data but a micro SD card slot is also installed on Galaxy J7 Prime by Samsung to expand the device memory according to your wish.13 MP primary sensor of device is ultra-responsive that capture images of fine quality. Rare camera is also equipped with auto-focus and touch-focus technology. Samsung J7 Prime has 8 MP front shooter that is enough to fulfill the needs of selfie lover while you can also use its front camera for video calling. If you are a commuter then Samsung Galaxy's J7 Prime is an obvious choice for you. A dual SIM network support is also activated that allows you to enjoy the multi networks packages simultaneously. The connectivity of Galaxy J7 Prime consist of 3G, 4G LTE, WI-Fi, Bluetooth, USB port and audio jack. Finger print scanner is also located on the Home button that will add an extra layer of security for J7 Prime.",Mali-T830MP2,android v6.0 (marshmallow),android v6.0 (marshmallow),167,"black, gold",1.6 ghz octa core cortex-a53,,Exynos7870Octa,5.5,1080 x 1920,4.2,"8MP Camera, f/1.9",NULL,webapp/img/frontDisplay/samsung_galaxy_j7_prime.jpeg,,28999,264
Samsung,Samsung_Galaxy-J7,"Samsung Galaxy J7 - A Phablet for Masses.
Samsung newly certified handset Galaxy J7 makes its appearance for j series fans. Classic color and original design blends perfectly with the broad functionalities, affordable price and high quality build of this model. After Galaxy A series, it's one of the most cost effective and compact Galaxy J handset that perfectly complements any modern style. Main advantages of the J series Galaxy includes, but not limited to, a powerful Android 5.1 operating system, that enables the new Galaxy J7 to secure fast and high-quality benchmarks during some internal testing. Main camera of J7 is a sheer work of art carrying 13 megapixels at it's best along with a 5.0 megapixel front camera that allows you to take some high-quality images, videos and the selfies. Large 5.5-inch HD LCD-display of J7 remarkably conveys brightness, sharpness and colorful images while viewing your favorite movies. Galaxy smartphone comes with a microSD slot that can hold cards upto 128GB which seems to have enough ability to store large amounts of desired information. Galaxy J7 can use  two cards simultaneously and is ideal for reading books, watching movies and videos, built-in cameras on the device allows you to have some unforgettable memories. Galaxy J7, A compact model from Samsung  that is going to make its way to Pakistan soon. Expected to be a low cost model, the price is expected to be somewhere around 20000 Pakistani Rupees.",Mali-T720MP2,android v5.1 (lollipop),android v5.1 (lollipop),171,"white, black",1.2 ghz octa core cortex-a53,,Exynos 7870 SoC,5.5,720 x 1280 ,4.4,"5.0 MP, f/2.2, 23mm, LED flash",NULL,webapp/img/frontDisplay/galaxy J2 pro 2018.jpg,,27500,264
Samsung,Samsung_Galaxy-J7-2016,"Samsung Galaxy J7 2016 - Bring it On!
Samsung mobile proudly presents latest Galaxy J7 version that will rock in 2016. Gone are the days when you tried hard to view the mobile screens from different angles, images that you will browse and see on the fantabulous AMOLED screen of the smartphone Samsung Galaxy J7 2016 handset are perfect and natural. It provides several new features like Adaptive Display, that auto adjusts the picture settings while you are capturing it. Also, this latest feature on the Samsung's Galaxy J7 2016 smartphone automatically adjusts the sound of your smartphone while you are busy in capturing some breathtaking astonishing full HD videos. Depending on the external background noise, Samsung Galaxy J7's volume will change, becoming louder or quieter keeping it smooth all over the video rather than going the other way around, where you cant hear a thing. This stylishly influential smartphone Galaxy J7 2016 by Samsung is distinguished not only by its design but also its capability for high performance output, it is blazing fast like never before, immediately responding to all your actions. Thanks to the maximum energy savings mode on Samsung J7 2016, it will go on and on for days, the feature is specially built to reduce the level of energy consumption. Your style and taste will emphasize not only on the interface, and sound but  Samsung Galaxy's J7 2016 will make you the perfect selfies without any effort at all. You no longer need to fear that the picture will deteriorate due to the fact that you pulled out your arms or some body came in your way. With Galaxy J7 2016 you don't even need to touch a button  a voice command is sufficient or just a hand gesture. Thanks to the all new animated selfie mode, you can make up to twenty pictures on your J7 2016 in a continuous burst mode and combine them into a GIF file so that you can upload it to the Facebook to show it to your friends and family.",Mali-T830MP2,android v6.0 (marshmallow),android v6.0 (marshmallow),170,"white, black, gold, rose gold",1.6 ghz octa-core cortex-a53,,Exynos 7870 Octa,5.5,720 x 1280 ,4.2,"5 MP Camera, f/1.9, LED flash",NULL,webapp/img/frontDisplay/samsung_galaxy_j7.jpg,,26999,259
Samsung,Samsung_Galaxy-J7-Core-3GB,"Samsung Galaxy J7 Core 3GB - More Spacious With Improved Performance! 
Samsung launching new variant of Galaxy J7 that belongs to the new Core 3GB series. Its launch is going make sure that it will properly compensate those who want to pay extra money to get improved performance and more space. Samsung Galaxy J7 Core 3GB is going to launch with 3 GB RAM as you will be aware of this fact that 2 GB variant is already available in market. Along with extra gig of RAM Samsung's Galaxy J7 Core 3GB also brought extra storage and now instead of 16 GB native storage you will get the 32 GB of internal storage that gave you freedom  to install data inside Samsung J7 Core 3GB. Dedicated micro SD card is not going any where and still you can expand the internal storage up to 256 GB via inserting a secure data card inside Samsung Galaxy J7's slot. Remaining specifications of the devices are pretty identical to the other variant and it is time to recall those features that what will be inside the Galaxy J7 Core 3GB by Samsung for you. Super AMOLED matrix is trapped inside the 5.5 inch screen where resolution is 720 x 1280 pixels. Behind the curtain of the Samsung Galaxy's J7 Core 3GB Exynos 7870 chip is planted which has eight cores of the processor with a clock speed up to 1.6 GHz. To improve the graphical performance of Galaxy J7 Core 3GB ARM Mali-T830 MP1 GPU is hired. Back camera of the device is 13 MP armed with ultra sharp autofocus and LED light while on the front side 5 MP lens is capturing selfies for J7 Core 3GB. 3000 mAh battery is keeping the device alive and active for a whole day.",ARM Mali-T830 MP1,android v7.1.1 (nougat),android v7.1.1 (nougat),170,various,1.6 ghz octa core,,Exynos 7580 Octa,5.5,720 x 1280 ,0,5 MP,NULL,webapp/img/frontDisplay/sgalaxJ7core.jpg,,26999,259
Samsung,Samsung_Galaxy-J7-Core,"Samsung Galaxy J7 Core - Name Is New But Specs Are Old! 
Samsung is going to expand Galaxy J7 family and now newly born Core is among us to entertain the lives of most people who love to prefer a mid range devices with moderate specifications. This series became popular and Samsung Galaxy J7 Core is the perfect addition for smartphone users of Pakistan. Design of the device is very identical to the previous J Series devices while the spec of the Samsung's Galaxy J7 Core are also very identical to its predecessors. First of all its time to take a look over the display setup of the device which is equipped with world's best Super AMOLED display. Samsung J7 Core packed a solid 5.5 inches diagonal in which modernized display is packed with special care. Resolution provided inside is 720 x 1280 pixel while Samsung Galaxy J7's pixel density is 267 pixel per inch. Multi-touch is also there and it supports up to 10 fingers. Company's home grown Exynos 7870 chip is planted inside Galaxy J7 Core by Samsung and it is perfect choice for conserving battery and it provides you optimum performance that you need to to complete all your tasks in instant. Samsung Galaxy's J7 Core got 1.6 GHz clock speed with eight cores processor. 2 GB of RAM is accompanied with Mali T830  MP2 GPU and both are perfect couple to run all heavy graphics games of Galaxy J7 Core perfectly. 16GB internal storage is attached to the chipset while a dedicated micro SD card slot is also provided so you can further expand the internal storage of J7 Core up to 256 GB. Li-ion material is used inside 3000 mAh battery to keep the device active for a long time.",ARM Mali-T830 MP1,android v7.1.1 (nougat),android v7.1.1 (nougat),170,various,1.6 ghz octa core,,Exynos 7870 Octa,5.5,720 x 1280 ,4,5 MP,NULL,webapp/img/frontDisplay/sgalaxJ7core.jpg,,23999,230
Samsung,Samsung_Galaxy-J5-Prime,"Samsung Galaxy J5 Prime - Ready To Rumble! 
Samsung is out on hunt, Galaxy J5 is upgraded to the new Prime position to beat its rivals. It provides greater view along with unlimited speed to its users. This new beast from Korean giant is stunning just like its other siblings and named as Samsung Galaxy J5 Prime. This phone is built with 5.0 inch IPS capacitive touch screen that support the pixel resolution of 720*1280. 16M colors and multi-touch features is also added to Samsung Galaxy J5's display. Under the hood a Quad-core processor is clocking at the speed of 1.4 GHz. Cortex A53 is managing the performance and energy consumption of Samsung's Galaxy J5 Prime. 2 GB of RAM is best combination for this type of processor and it is capable to easily manage all the running functions and applications of Galaxy J5 Prime by Samsung. 16 GB built-in memory is enough to store large amount of data and music along with latest Android OS v6.0 marshmallow. A dedicated SD card slot is also installed on Samsung J5 Prime to expand its memory up to 256 GB. 13 MP back sensor carries f/1.9 mm lens which is equipped with autofocus and LED flash light. Additional camera features of Galaxy J5 Prime includes Geo-tagging, touch focus, face detection, panorama and HDR. You can also record video of1080p at 30fps. 5 MP front camera carries f/2.2 lens that support J5 Prime to take wide angle selfies without any hurdle. 4G LTE and 3G support brings you to the edge of lighting fast browsing and live video streaming. WI-Fi, Bluetooth and type C USB port has taken the connectivity of Samsung Galaxy's J5 Prime to the whole new level.",1.4 GHz Quad-Core Cortex-A53,android v6.0 (marshmallow),android v6.0 (marshmallow),143,"black, gold",1.4 ghz quad-core cortex-a53,,Exynos 7870,0,NULL,4.2,NULL,"2400 mAh, (Non-removable)",webapp/img/frontDisplay/samsung_j5_prime.jpg,,22999,221
