id,Mobile_Companny,Mobile_Name,Whats_new,Chip,Colors,Cpu,Dimensions,Gpu,Resolution,Size,Weight,price_in_pkr,price_in_usd,rating,OS,imagepath1,imagepath2,battery,backcam
153,QMobile,Qmobile_Noir-J5,"QMobile Noir J5 - Explore The World With Outstanding Speed!
QMobile is bringing Noir J5 in to the light where it is going to compete against its powerful rivals to bring justice for everyone . Up to date specs will provide him a good defense in this war. QMobile Noir J5 is fully charged to take down his competitors that will stand against him. A mammoth 5 inches IPS display touch screen is its best weapons that will make the QMobile Noir J5's display sharp from every possible viewing angle whereas it will give you the HD display with 720 x 1280 pixel resolution. A multi-touch support and vibrant 16M colors support makes QMobile Noir J series one the best series from this leading brand. This series is filled with QMobiled fuel that brings Noired experience in your life.Further more the latest  QMobile's Noir J5 has packed 1.3 GHz quad core processor for its power that will provide full support in running all the activities in harmony to beat the enemy. 2 GB of RAM is also tucked inside QMobile J5 that will allow you to multi-task while fighting the war of survival in the market. For residence of application capacious 16 GB built-in memory is also available in QMobile Noir while you can also expand the space up to 32 GB through supported micro SD card slot. Android OS v6.0 marshmallow is running inside the latest Noir's j5 whereas Amigo UI is also sitting on the top of OS. Communication department is carrying high tech Bluetooth, USB port, WLAN and 3G data connection. All of them combined together in QMobiles Noir J5 gives you secure connection with your friends and family while sharing data with them. and it also provide secure access to fastest internet. With all these qualities latest and amazing Q Mobiles Noir J5 is the best phone for you to buy in firs place",NULL,"Dark Blue, Gold","1.3 GHZ Quad-Core, Mediatek MT6737GPU: Mali-T720MP2",143 x 71 x 9 mm,NULL,"720 x 1280 pixels (294 PPI)Sensors: Accelerometer, proximity, Light, Magnetic",5,164,12500,120,4.1,"Android OS, v6.0.1 (Marshmallow) + Amigo OS",,,"Stand-by up to 208 hrs, Talk-time up to 11 hrs, 20 min2300 mAh","8 MP, LED flash, Auto Focus, Geo-tagging, Touch Focus, Face detection, Panorama, HDR, Face beauty, Professional shot, Night mode, Video (1080p@30fps), 2ndary 5 MP"
152,QMobile,Qmobile_Noir-S5,"QMobile Noir S5 - Experience the best Camera Ever!

QMobile selfie phone Noir S5, bundled with a free Bluetooth selfie stick is a perfect combination of style, high functionality and an affordable price. 
The hot new QMobile Noir S5 is a dream come true, standing out among its peers with a concise but elegant appearance, you will not find yourself disappointed with the purchase. QMobile Noir S5's Selfie master includes all the features that we used to see in a more expensive touchscreen smartphone. Based on the latest of Android operating system, QMobile Noir S provides the user with  truly unlimited plunges into the world of 3D games and useful applications, including the  ones preinstalled in your apps folder. QMobile's Noir S5 is equipped with an 8.0 megapixel front selfie camera with LED flash, a Sony sensor and a wider lens by Largan Precision inc, making it a truely Noired selfie machine. With QMobile S5, You don't have to worry any longer about an app taking too much resources or your favorite game being ruined because of constant ""lag"" and freezes as the new QMobile Noir is equipped with a powerful 1.3 GHz Quad-core Cortex-A7 processor by Mediatek (MT6582) coupled with one of the newest graphics accelerator Mali-400. The GPU on Noir's S5 is responsible for a smooth QMobiled output to the screen and ensures a stable operation under high loads, allowing unimpeded use of even the heaviest of 3D games and apps, it's a whole creative lab in your pocket. QMobiles Noir S5 lets you grab the latest notifications instantly even on a locked screen as it runs on the latest Android Lollipop OS. Stuffed with all the best of the sensors, Q Mobiles Noir S5 includes Light, proximity, magnetic and motion sensors with a built in FM radio module.",Mediatek MT6582,"Black, White",1.3 GHZ Quad-Core Cortex-A7,141 x 68.4 x 7.8 mm,Mali-400,720 x 1280 pixels (~306 ppi pixel density),4.8,111,12500,120,4.2,"Android OS, v5.0 (Lollipop)",,,2300 mAh,"8 MP, Auto Focus, LED Flash, Geo-tagging"
151,QMobile,Qmobile_Noir-S8-Plus,"QMobile Noir S8 Plus - Smartphone That Gonna Make You More Graceful! 
QMobile has begun Noir S8 Plus production once again after facing a huge scandal in the history of Pakistan. This brand has decided to make things right just like past times and QMobile Noir S8 Plus seems to be opener of the company which is going to embark the starting point of stairs to reach top position once again which they have lost due to tax evading. QMobile Noir S8's launch has showed that this company is back in action and this time we are going see better phones as compare to previous smartphones. This new device belong to QMobile Noir S family which is all the about perfection and you will find these smartphone filled with QMobiled spirit which is going to make your life even more better with QMobile's Noir S8 Plus. In other words you will get Noired experience in your life which you have never experienced before in your whole life. So if you want fun in your life then QMobile S8 Plus is going to be the best choice available in the market and its not too much expensive for peoples form middle class family. Specifications of QMobile Noir shows that its an entry level phone with moderate specifications that can easily compensate the low budget peoples. Under the front glass you will get the 5.5 inch of display. QMobiles Noir S8 Plus own IPS matrix for its LCD which is quite good for a display of this type of phone. Under the hood it has 2GB RAM to monitor all multi-tasking and games of Q Mobiles Noir S8 Plus. 16GB internal storage coupled with micro SD card is going to make sure that you will never find any kind problem while saving your precious data in built-in memory of Noir's S8 Plus. After all this effort still this brand is far behind the Samsung and Huawei.",MediaTek MT6580,"Black, Gold",1.3 Ghz Quad-Core Cortex-A53,152.3 x 74.2 x 8mm,Mali-400 MP,720 x 1280 Pixels (~267 PPI),5.5,184,12500,120,0,Android v7.0 Nougat,,,"(Removable), 2500 mAh","8 MP, autofocus, LED flash"
150,QMobile,Qmobile_Noir-E1,"QMobile Noir E1 - Elegant, Ravishing And Spectacular! 
QMobile finally revealed Noir E1 for its users. Now you will get more exiting features in this latest product which is launching from the home of Pakistani brand which is making its way towards new heights. QMobile Noir E1 is latest addition to going on series but after a very long time they have introduced new phone in this series that will make its series proud due to its amazing specifications. So far QMobile Noir E series is quite popular among the Pakistani youngsters and it also has ability to keep the legacy. It will take sometime to emerge in market but it is true that QMobile Noir will bring closer to QMobiled experience that you will never experienced before in your life. 5.0 inches HD display is using IPS one cell technology to enhance picture quality of  QMobile Noir E1's display. Now make yourself more comfortable with the unique design of device that can easily fits in your palm of hands. Screen resolution of QMobile's Noir E1 is 720 x 1280 pixels that also supports 16M colors and multi-touch. Beneath the bonnet, quad-core processor is stuffed that clock at the speed of 1.0 GHz. QMobile E1 has packed 3 GB of RAM to over come the needs of multi-tasking whereas for the housing of applications and necessary data 16 GB built-in storage is also fitted inside the Noir's E1. A separate micro SD card slot is also there to expand the memory further up to 128GB. Dual SIM card slots works side by side to provide you the fastest speed of 3G internet. QMobiles Noir E1 brings you ultra-sharp and ultra-responsive 8MP back camera that will help you to take high end images anywhere anytime. 5 MP front sensor is also there for taking Noired selfies. Q Mobiles Noir E1 is now available inside the boundaries of Pakistan.",NULL,"Gold, Silver","1.0 GHZ Quad-Core cortex-A53, MT6735PGPU: ARM Mali-T720 MP2",143.8 x 72 x 8.8mm,NULL,"720 x 1280 pixels (320 PPI)Sensors: Accelerometer, proximity",5,167,12750,122,4.2,"Android OS, v6.0 (Marhmallow)",,,4000 mAh (Li-polymer high density battery),"8 MP, autofocus, LED flash, Video (1080p@30fps), 2ndry 5 MP"
149,QMobile,Qmobile_Noir-LT700-3GB,"QMobile Noir LT700 3GB - Dignified Lollipop Experience!
QMobile presents amazing Noir LT700 smartphone which has built-in 3GB RAM for power as it has an amazing Quad-core processor which is capable of running every android from application store. The amazingly powerful  QMobile Noir LT700 3GB smartphone comes with camera of 8MP on its rear and 5MP on its front, both are powered with features of auto-focus, HDR and Panorama but QMobile Noir LT700's LED flash is available on rear of the phone only. Videography on both camera's is F-HD and the video can be edited right from the phone thanks to the amazing builtin video editor of QMobile Noir LT phone. 3GB RAM is embedded in the chipset to provide users with the smoothest android experience without compromising on price. For blazingly fast android experience,  QMobile's Noir LT700 3GB comes with latest Android Lollipop that runs with Amigo UI interface to provide latest applications to the users without any lags. Dual SIM standby with 4G connectivity allows the users of the amazingly powerful QMobile LT700  3GB to experience Noired download speed on the go. 5.0 inch IPS display allows the users to experience HD movies and 3G support enables users to stream HD movies on the go with QMobile Noir smartphone. Bluetooth 4.0 with A2DP, Wi-Fi b/g/n with Hotspot and FM radio connectivity is provided in the phone alongside microUSB port for wired connectivity in the Noir's LT700 3GB smartphone. QMobiled battery of 2400mAh is provided so that the users can enjoy 13 hours music playback and one day average battery timing without any problem on the great QMobiles Noir LT700 3GB smartphone. 8GB internal storage is provided to users to save their data but if needed, external microSD card slot can be used to boost the storage space up-to 64GB on the amazing Q Mobiles Noir LT700 3GB smartphone.",NULL,"White, Black",1.3 GHZ Quad-Core,143 x 70.3 x 7.9 mm,NULL,1280 x 720 pixels (~294 ppi pixel density),5,137,13750,132,4.2,"Android OS, V5.1 (Lollipop)",,,2400 mAh,"8MP, autofocus, LED Flash"
148,QMobile,Qmobile_Noir-S15,"QMobile Noir S15 - Backup! 
QMobile is launching Noir S15 which is a mid range phone and it is launched after focusing those people who want all function of an android phone in their life but they don't have money to afford that. Noir's S15 has got the latest Android operating system which is Nougat 7.0 and it will be a big hope for those who love to add a smartphone in their life. QMobile Noir S15 is definitely a smartphone and it got capacitive touchscreen too which is 5.2 inch in size and it is equipped with an IPS display LCD that support HD display. QMobile Noir S15's resolution is 720 X 1280 so the user can view things in perfect way. Display also support multi-touch and 16M colors to make the display brighter and perfect for watching movies. QMobile Noir is one of the top selling series form this brand and you will get the feeling of being Noired with lots of new option which are included in the software of QMobile's Noir S15. 1.3 GHz is the clock speed of the processor which is based on four units while cortex A53 controls performance and battery consumption of the QMobile S15 in a professional way. Back camera of the smartphone has packed 8MP lens which is equipped with LED flash and autofocus so you images look more bright. QMobiles Noir S15 got a front camera too which is 5 MP and it is also reliable for taking sharp selfies with your friends. 3000 mAh Li-Ion Non Removable battery is fixed inside the belly of Q Mobiles Noir S15 which is filed with QMobiled energy and it plays most important role in keeping the smartphone alive and working. All these features joined together make QMobile Noir S series best in mid range smartphone series.",Mediatek MT6580M,"Black, Gold",1.3 Ghz Quad Core,N/A,Mali-400 MP,720 x 1280 Pixels (~282 PPI),5.2,0,13999,134,0,Android v7.0 Nougat,,,"(Li-ion Non removable), 3000 mAh","8 MP, autofocus, LED flash"
147,QMobile,Qmobile_CS1,"QMobile CS1 - Camera Smartphone That Will Blow Your Senses! 
Attention guys! QMobile brought you CS1 for you which is all about the camera and now you will click the sharp photos without this fear that how much worse are the lighting conditions because QMobile CS1 is now here. 13 MP sensor is placed on the back side of the device which has got a powerful sensor to capture all your special moments with in blink of any eye. QMobile's CS1 is exclusively available on leading online selling website and it is displayed in mobile week event which is officially organized by this website. QMobile CS1's specs sheet is quite impressive because you will find out the a lot of good thing staged inside a single device. On the front side you will meet the 8 MP and QMobile loaded CS1 with a flashlight that will provide you enough amount of light to take care of your selfies in low light conditions. On the front diagonal of 5.2 inches is installed and QMobile has covered it with 2.5D curved glass so CS1 stay safe from scratches and severe damages in case of accidents. 320 ppi is packed inside where the resolution of the display is 720 x 1280. Here its necessary to mention that CS1 can support multi-touch but it is limited to three fingers support which is not a fair deal for playing games that need more then three fingers on the screen. Under the hood of CS1 MediaTek MT6737 chipset is fitted while on top of it 1.3 GHz quad core processor is carefully installed so you can use it to execute all your commands firmly. CS1 brought you the 3 GB of RAM so you can easily perform your multi-tasking. GPU Mali T720 is accompanying main processor to take the load of graphics and provide an improved graphics to CS1 by QMobile while playing games. 32 GB of internal storage is assigned so you can store all your data in one place and if you want some extra space for QMobile CS1 then a separate SD card slot is also available.",Media Tek MT6737,"Black, Gold",1.3 Ghz Quad Core,145.3 x 71.2 x 8.1 mm,Mali T-720,720 x 1280 Pixels (~282 PPI),5.2,157,13999,134,3.9,Android v7.0 Nougat,,,"(Li-ion Non removable), 3000 mAh","13 MP, autofocus, LED flash"
146,QMobile,Qmobile_Noir-M6-Lite,"QMobile Noir M6 Lite - Experience The Shine of Metallic Color! 
QMobile has launched Noir M6 Lite which is now available all across the Pakistan. This phone from home of local brand has power to bring change in mobile manufacturing industry. QMobile Noir M6 Lite has so many good thing that my words will end but still something remains to enlighten. 5.0 inch IPS technology is used to power up the display of QMobile's Noir M6 Lite. Capacitive touch screen is laid on top of display to easily navigate trough menu and applications. 16M vibrant colors are used inside the pixels to brighten QMobile Noir M6's display. If you love to use you device for hours without any break then this is best phone for you that will last for long time on one single charge. QMobile M6 Lite has packed quad core 1.3 GHz processor for data processing while 3 GB of RAM is also taking part in operation that helps to manage all the multi-tasking of QMobile Noir without taking rest for single minute. You will feel the QMobiled spirit in this phone because this device is full of extraordinary features that will Noired your life just after you power on Noir's M6 Lite. 13 MP sharp eye is attached to the back side which is ultra-responsive that it can capture image between two breaths. LED flashlight is  there on back of QMobiles Noir M6 Lite that helps to take images even in low light. 5 MP selfie shooter is engraved on top side of display which is also quite fast while taking images. QMobile Noir M series is one of those series in which you will find the style and attraction that you have never saw before. These device are beauty conscious and it can be easily seen in upcoming Q Mobiles Noir M6 Lite.",Mediatek MT6737,"Blue, Gold, Mocha Gold",1.3 GHZ Quad-Core,145 x 72 x 9.9 mm,Mali-T720MP2,720 x 1280 pixels (~294 PPI pixel density),5,182,14000,134,4,Android OS V6.0 (Marshmallow),,,4000 mAh,"13 MP, autofocus, LED flash"
145,QMobile,Qmobile_Noir-E2,"QMobile Noir E2 - Defining Bold! 
QMobile is taking Noir E2 to new heights where it is impossible for any other brand to beat him in this race of technology and design. When you will take the first look over the design of QMobile Noir E2 with your own eyes then you will understand that how much stunning and mind blowing phone is this and you will feel the true QMobiled experience after using the latest QMobile Noir E series phone. Get yourself Noired with amazing display of this smartphone which has packed 5.2 inch on cell display tech. Capacitive touchscreen support HD display while QMobile Noir E2's color output is also promising in all kind of light conditions and it is only possible due to 16M colors. Resolution which is packed inside the fuselage of QMobile's Noir E2 is 720 x 1280. After the detailed description of its fine display it is time to meet powerful engine of the device which is combination of high speed 1.25 GHz 64 bit quad core processor. QMobile E2 stabilize its processing with help of 3GB RAM that make things safer to run in uncontrolled conditions. Now days third major component in mobile phone is storage and QMobile Noir is armed with 16GB internal storage which is enough for an ordinary user. Well if you are not ordinary mobile user and you are willing to get some extra space then Noir's E2 is bringing you a micro SD card slot that will help you to expand the storage further up to 128 GB. When you will listen about the camera then your excitement will increase because QMobiles Noir E2 has packed 13 MP back camera for you which is fabricated with autofocus and LED light. 8MP camera is supplied for photography and it is installed on the front side of Q Mobiles Noir E2.",NULL,Black,1.25 GHz Quad Core,147.2 x 71.4 x 8.5 mm,NULL,720 x 1280 Pixels (~282 PPI),5.2,165,14000,134,4.1,Android v7.0 Nougat,,,4000 mAh,"13 MP, autofocus, LED flash"
144,QMobile,Qmobile_Noir-A3,"QMobile Noir A3 - Leave Your Mark!
QMobile sparkling hot Noir A3  is the thing of the future, what other brand features a fingerprint scanner to make you unlock a world of possibilities at such a groundbreaking unbelievable price. QMobile Noir A3 is stuffed with ind blowing features including a powerful Quad Core processor and 4G support and not just that but the looks are as catchy as the hotness of these summers. QMobile Noir A3's sexy looks  deserves a close attention. It is not only a stylish piece of art but also a productive and modern device which you can buy at a very affordable price. QMobile Noir X is particularly suitable for those who actively use mobile Internet and spends much time on social networks or engaged in web - surfing. QMobile's Noir A3 smartphone is made in uni body mono-block form that perfectly suit all the smartphone using age groups in Pakistan. The hardware platform of the mind blowing QMobile A3  is based on the recently Noired quad-core processor that is further clocked at up to 1.3 GHz to enhanced the sppeds and paired with a modern dual-video graphic adapter. This combination will allow you to enjoy the new QMobile Noir that can work quickly, efficiently and smoothly, without any slowdown or deadlocks, so how about that? It is worth noting that under that internal memory on Noir's A3 is 16 GB and the the commonly used QMobiled 8, which we normally see in the smartphone devices of this price range in the local market. so overall a good productive device from our most liked brand. His Royal Highness QMobiles Noir A3 is equipped with a high-quality five-inch screen with high resolution IPS display. High-sensitivity sensor used in the device make the screen respond instantly to commands. The display of Q Mobiles Noir A3  will surely with bright colors, high detail and contrast.",NULL,Various,1.3 GHZ Quad-Core,N/a,NULL,NULL,5,0,14500,139,4.1,Android oS V5.1 (Lollipop),,,2500 mAh,"8MP, autofocus, LED Flash"
143,QMobile,Qmobile_Noir-LT700-Pro,"QMobile Noir LT700 Pro - Super Slim Phone! 
QMobile brand new Noir LT700 Pro hits the market with its slim metal chassis that has will make you crazy as you look at his stunning curvy body. You will feel more convenient when you hold QMobile Noir LT700 Pro in your hands. This Pakistani Company bring advancement in cell phone industry with power to rule over the market and draw the attention of towards itself by releasing latest smart phones every day. QMobile Noir LT700's 5.0 inches IPS capacitive touch screen brings brilliant viewing experience. 16 million vibrant colors gives HD display with compact resolution and image clarity.  QMobile Noir LT series give its users enhanced audio-visual experience while watching videos. Get yourself Noired with 13 MP primary camera, that captures premium quality images without any flaw. QMobile's Noir LT700 packs 1.3 GHz Quad-Core processor with 3GB of RAM that makes multitasking more powerful then it was before. Interact with your family on Skype with 5MP front camera of QMobile LT700. 16 GB built-in storage is enough to store applications, movies and thousand of songs but still you have the option to use SD card in dedicated slot that supports up to 64 GB. QMobile Noir Pro gave its users QMobiled experience by featuring marshmallow android version in this device. Choose your favorite color because this smart phone is launched in wide range of colors. Noir's LT700 Pro also supports 3G on both SIM cards so feel free to enjoy the fastest internet of your favorite band. If we talk about the connectivity then you have powerful Bluetooth module in QMobiles Noir LT700 Pro that transfer data at very high speed. It also has WiFi and GPS. 2400 mAh battery is powerful enough that it will give this phone a very long stand by time. Enjoy the company of user friendly Q Mobiles Noir LT700 Pro",NULL,"White, Black",1.3 GHZ Quad-Core,N/a,NULL,720 x 1280 pixels,5,0,15500,149,4.1,Android os V6.0 (marshmallow),,,2400 mAh,"13 MP, autofocus, LED Flash"
142,QMobile,Qmobile_Noir-X1S,"QMobile Noir X1S - Breaking Boundaries! 
QMobile brought you Noir X1S that will unveil his face very soon in the market. If we talk about the reputation of this Pakistani brand then it is true that still this brand of on top of list and QMobile Noir X1S type of the smartphones is the reason behind the such type of fame popularity. No doubt that this has too many competitors in market but still devices like QMobile's Noir X1S do their best to keep this brand on top of the list.Handsets from this brand have unique type of Noired feeling that will cast a spell on you and under QMobile Noir X1S's spell you seems happy and for a long time after that. Reason behind such strong spell is this that prices of this mobile brand are not too much high and  QMobile Noir X series has very high standards which they have to follow while assembling each and every device. No matter how strict are rules but still devices like QMobile Noir are filled with QMobiled spirit and they know their value that what are they all about. Now it is time take deep look inside phone that what kind of specifications are fitted inside QMobile X1S. Display of the gadget is equipped with a 5.2 inch IPS display where the resolution is 720 x 1280 pixel that will make sure that you can enjoy videos with the sharp display of Noir's X1S. Under the hood stationed manager is quad core 1.5 GHz processor that keeps a strict eye over all the activities inside the phone. QMobiles Noir X1S hired 3 GB of RAM to speed up its tasks and keep the games running at outstanding speed. Capacious 32 GB of internal storage is planted inside the  Q Mobiles Noir X1S to meet the need of storage.",NULL,Various,1.5 Ghz Quad Core,151 x 74.5 x 8.6 mm,MALI-T720,1080 x 1920 Pixels (~424 PPI),5.2,162,15500,149,3.9,Android v7.0 Nougat,,,Li-Po 4000 mAh,"13 MP, autofocus, LED flash"
141,QMobile,Qmobile_Noir-J7,"QMobile Noir J7 - Crafted with Premium Design! 
QMobile has introduced Noir J7 which is the start of new era and new J series. This phone is equipped with many outstanding features. This phone is now going to hit the market with many outstanding features. QMobile Noir J7 is equipped with 5.46 inches IPS display that brings the resolution of 720 x 1280 pixels. HD resolution provides better and sharp display from every viewing angle of QMobile Noir J7's display. It also support multi-touch along with 16M vibrant colors. 3100 mAh battery is also worth to mention that give you enough juice so you can use the QMobile's Noir J7 for almost two days. Octa-core processor is ticking with at the impressive speed of 2.2 GHz. Unlimited power is used to run the applications of latest  QMobile J7 with incredible speed. 3 GB of RAM brought Noired speed for its users to perform multi-tasking and gaming at quite incredible speed. 32 GB built-in memory of QMobile Noir is best for the storage of large amount of data along with applications. Android OS v6.0 marshmallow along with AMIGO UI provides you every thing arranged in a proper way. QMobile Noir J series is the best series yet that is filled with total QMobiled spirit and soon it will rule the Pakistani market with its out class products. A micro SD card slot is also installed in Noir's J7 to expand memory up to 128 GB. Connectivity department of phone is equipped with dual SIM support Bluetooth, USB, WLAN, GPRS, EDGE, 3G and 4G LTE. QMobiles Noir J7 is available in various colors so you have the choice to choose your favorite color from the given menu. 13 MP back camera and 5 MP front selfie shooter of new and upgraded Q Mobiles Noir J7 are powerful enough to beat its opponents easily with high end image result.",NULL,"Gold, Silver","Octa-core 2.2 GHz, Mediatek MT6595GPU: PowerVR G6200",153.9 x 77 x 8.9 mm,NULL,"720 x 1280 pixels (268 ppi)Sensors: proximity, accelerometer, compass",5.45,184,15999,153,4.2,"Android OS, v6.0.1 (Marshmallow) + Amigo UI 3.2",,,"3100 mAh (Li-Po, removable)","13MP, LED flash, Auto Focus, Geo-tagging, Touch Focus, Face detection, Panorama, HDR, Face beauty, Professional shot, Night mode, Video, 2ndary 5 MP"
140,QMobile,Qmobile_King-Kong-Max,"QMobile King Kong Max - Sturdy And Attractive! 
QMobile is taking King Kong Max seriously and this time they have launched a very glossy device finished with single metal to make it more shiny and attractive for its users. This time QMobile King Kong Max has packed more specifications than any other leading brands of Pakistan. Now this brand is redefining its method of making smartphone and before QMobile King Kong's launch they manged to launch a new series which is named as Energy series. In that series they focused on the battery while in this upcoming  QMobile King Kong series there is a lot of things improved in such a way that users will feel the comfort while using smartphone. 5.3 inch touchscreen is plotted on front screen where IPS technology is used inside QMobile King display. Behind the successful picture quality a powerful and compact engine is constantly working which is combination of octa core 1.5 GHz processor that gives QMobile Kong speed to process all information in instant. Processor of any smartphone is incomplete without RAM that's why 3 GB of RAM is also attached to chipset of QMobile's King Kong that used to handle multi-tasking and gaming department of handset. Android OS v6.0 Marshmallow is running out of box that maintain all system of King's Kong in such a way that it looks more perfect in looks while it can also help you to improve the navigation of device. For storage and housing 32GB built-in storage is given to QMobiles King Kong that can easily store large amount of information in form data. Micro SD card slot is also given inside that used to expand the memory up to 128 GB which is enough to fulfill all your needs. Q Mobiles King Kong has packed 13MP camera filled with QMobiled spirit while front 5 MP camera gives Kinged result that make jealous your friends for such sharp selfies.",Mediatek MT6750,Various,1.5 GHZ Octa-Core,150 x 73.4 x 8.3 mm,Mali-T860MP2,720 x 1280 pixels (~277 PPI pixel density),5.3,175,16000,154,4.2,Android OS V6.0 (Marshmallow),,,4000 mAh,"13 MP, LED flash"
139,QMobile,Qmobile_Noir-LT750,"QMobile Noir LT750 - Relentless Novelty!
QMobile, The Big has arrived. Noir LT750 is the name of the novelty that creates the  excitement that drives up dopamine in the brain, and dopamine is associated with romantic love. QMobile Noir LT750 is the truth of the technology, like a loud explosion of a sonic bomb. By the standards of any smartphone device, the dimensions are lightweight as feather, compact and easy to use QMobile's Noir LT750 is a pleasure to hold in the hand, as if its the rightful place. another advantage is the feature that supports two sim cards simultaneously. Huge smartphone QMobile Noir LT750's display with a size of 5.0 inches carrying IPS QHD technology provides so high pixel density that to see the peak colors with the naked eye is impossible. Noir LT750 by QMobile is stuffed with a screen resolution of 1920 x 1080 pixels, it actually seems incredible for such a modest appearing 1.3 GHz processor based on Quad-Core technology in QMobile LT750 to effortlessly cope with any mighty challenge. This powerful stuffing allowed the developers to install the latest Marshmallow operating system on the handset. QMobile Noir's LT750 phone's built-in memory size is 16GB. This is an impressive figure, but even this can be expanded by using microSD embedded storage. And in the memory allocated to the new smartphone is 3GB. This RAM on QMobile Noir LT750 can work with any application that can be installed. Capture photos and video materials with the help of the features that are a real pleasure. For these purposes, Noir LT750's highness is equipped with two cameras.",NULL,"White, Black",1.3 GHZ Quad-Core,N/a,NULL,1280 x 720 pixels,5,0,16000,154,4.1,"Android OS, V5.1 (Lollipop)",,,2400 mAh,"8MP, autofocus, LED Flash"
138,QMobile,Qmobile_Noir-S9,"QMobile Noir S9 - The Practical smartphone communication phone.
Qmobile unveils powerful Noir S9 smartphone which is set to provide users with best level of communication in their price range. Starting from Network, Dual SIM support is embedded in QMobile Noir S9 so that users can interact with their family and business both at the same time and they can also stay connected with the world and get instant notifications via QMobile Noir S9's 3G support. An amazingly powerful smartphone is mounted on the back of the phone and it snaps pictures with 13MP rear and 13 MP front camera has a powerful LED flash to assist in low light conditions. QMobile Noir S has amazing design and features so that you can text or make calls for a longer time without tiring your hands. The amazingly smart QMobile's Noir S9 comes with powerful speaker of high quality so that you can be entertained on the go, not only this, you can also use powerful FM radio module to get loud news updates right from your QMobile S9 phone. Your Noired experience will be enhanced as you can save as much as in 16MB built memory, 2GB of RAM and has 32GB of external card slot. Powerful 3000mAh battery provides music playback up to several hours in QMobile Noir phone and also allows the user to put it on standby for a long time. Mobile tracker keeps record of everyone conversation and it allows users of the great Noir's S9 to listen to conversations in a QMobiled way. Couple of Gameloft games are provided out of the box to entertain the users in their spare time and they can also download and install more directly from their QMobiles Noir S9 smart feature phone. Value added fingerprint sensor and social apps are also integrated for better usage. 12 months after sales warranty is provided with purchase of Q Mobiles Noir S9 smart feature phone.",NULL,Black,1.4 GHZ Octa Core,N/a,NULL,1280 x 720 pixels,5,0,16000,154,4.2,Android V5.1 (Lollipop),,,3000 mAh,"13 MP, autofocus, Dual LED Flash"
137,QMobile,Qmobile_Noir-E3-Dual,"QMobile Noir E3 Dual - Revolutionized Photography With Dual Camera! 
QMobile revealed that Noir E3 Dual will be their next high end device. As we all know that this brand was quite popular in market but now due to tough competition they are playing safe short and QMobile Noir E series is their best series on which they trust and they can say that it will keep this brand alive and generate enough amount of revenue to continue their business. QMobile Noir is the result of their latest research in which they introduced dual camera to make fortune in smartphone market of Pakistan and it is dubbed as QMobile Noir E3 Dual. After short introduction of the company's reputation now it is time to take a look of specification list which is going to define the true power of the QMobile's Noir E3 Dual. As usual the most important thing is display of the smartphone and this device is armed with 5.5 inch screen which has packed an IPS matrix to showoff QMobile Noir E3's bright colors . To power up all the components and keep all the things running  a quad core processor is planted inside which has a clock speed of 1.45 GHz. QMobile E3 Dual has packed 3 GB of RAM to boost speed of games and multi-tasking while and GPU is also there to make them look better. 16 GB of internal storage makes sure that Noir's E3 Dual did not face any kind of problem in matter of storage but if you want more storage then you have additional micro SD card slot to expand the storage of QMobiles Noir E3 Dual up to 32 GB. After using this gadget filled with QMobiled and Noired spirit you cannot deny this fact this phone is perfect choice for your daily use and Q Mobiles Noir E3 Dual will be love of your life.",NULL,Metal Black,1.45 Ghz Quad Core,N/A,NULL,720 x 1280 Pixels (~267 PPI),5.5,0,16500,158,0,Android v7.0 Nougat,,,"Li-ion, 2500 mAh","Dual 13 MP + 8 MP, autofocus, LED flash"
